Frequency(Hz),Value Type:,RLGC1[1 1] - ( Model1 ),RLGC1[1 2] - ( Model1 ),RLGC1[2 2] - ( Model2 )
6.29e+10,Resistance,27.5699,8.79197,27.5699
6.29e+10,Inductance,5.11355e-09,1.44934e-09,5.11355e-09
6.29e+10,Conductance,0.0103531,-0.00184472,0.0103531
6.29e+10,Capacitance,9.56798e-13,-2.44491e-13,9.56798e-13
6.31e+10,Resistance,27.5905,8.79564,27.5905
6.31e+10,Inductance,5.13119e-09,1.45587e-09,5.13119e-09
6.31e+10,Conductance,0.0103932,-0.00185055,0.0103932
6.31e+10,Capacitance,9.59933e-13,-2.45002e-13,9.59933e-13
6.33e+10,Resistance,27.611,8.79883,27.611
6.33e+10,Inductance,5.1487e-09,1.46234e-09,5.1487e-09
6.33e+10,Conductance,0.0104332,-0.00185624,0.0104332
6.33e+10,Capacitance,9.6305e-13,-2.4551e-13,9.6305e-13
6.35e+10,Resistance,27.6305,8.80047,27.6305
6.35e+10,Inductance,5.16612e-09,1.46878e-09,5.16612e-09
6.35e+10,Conductance,0.0104732,-0.00186173,0.0104732
6.35e+10,Capacitance,9.66146e-13,-2.46015e-13,9.66146e-13
6.37e+10,Resistance,27.6499,8.79951,27.6499
6.37e+10,Inductance,5.18342e-09,1.47519e-09,5.18342e-09
6.37e+10,Conductance,0.010513,-0.0018667,0.010513
6.37e+10,Capacitance,9.69223e-13,-2.46518e-13,9.69223e-13
6.39e+10,Resistance,27.6704,8.8029,27.6704
6.39e+10,Inductance,5.20062e-09,1.48155e-09,5.20062e-09
6.39e+10,Conductance,0.010553,-0.00187248,0.010553
6.39e+10,Capacitance,9.7228e-13,-2.47016e-13,9.7228e-13
6.41e+10,Resistance,27.6927,8.80469,27.6927
6.41e+10,Inductance,5.2177e-09,1.48787e-09,5.2177e-09
6.41e+10,Conductance,0.0105925,-0.00187772,0.0105925
6.41e+10,Capacitance,9.7532e-13,-2.47512e-13,9.7532e-13
6.43e+10,Resistance,27.7101,8.80467,27.7101
6.43e+10,Inductance,5.23468e-09,1.49415e-09,5.23468e-09
6.43e+10,Conductance,0.0106328,-0.00188308,0.0106328
6.43e+10,Capacitance,9.7834e-13,-2.48005e-13,9.7834e-13
6.45e+10,Resistance,27.732,8.80878,27.732
6.45e+10,Inductance,5.25156e-09,1.50039e-09,5.25156e-09
6.45e+10,Conductance,0.0106726,-0.00188886,0.0106726
6.45e+10,Capacitance,9.8134e-13,-2.48494e-13,9.8134e-13
6.47e+10,Resistance,27.7518,8.80976,27.7518
6.47e+10,Inductance,5.26832e-09,1.50659e-09,5.26832e-09
6.47e+10,Conductance,0.0107124,-0.00189416,0.0107124
6.47e+10,Capacitance,9.84324e-13,-2.48982e-13,9.84324e-13
6.49e+10,Resistance,27.7691,8.81164,27.7691
6.49e+10,Inductance,5.28499e-09,1.51276e-09,5.28499e-09
6.49e+10,Conductance,0.0107529,-0.00189991,0.0107529
6.49e+10,Capacitance,9.87288e-13,-2.49466e-13,9.87288e-13
6.51e+10,Resistance,27.7916,8.81413,27.7916
6.51e+10,Inductance,5.30155e-09,1.51889e-09,5.30155e-09
6.51e+10,Conductance,0.0107924,-0.00190528,0.0107924
6.51e+10,Capacitance,9.90236e-13,-2.49947e-13,9.90236e-13
6.53e+10,Resistance,27.8094,8.81795,27.8094
6.53e+10,Inductance,5.31802e-09,1.52497e-09,5.31802e-09
6.53e+10,Conductance,0.010833,-0.00191137,0.010833
6.53e+10,Capacitance,9.93162e-13,-2.50423e-13,9.93162e-13
6.55e+10,Resistance,27.828,8.81749,27.828
6.55e+10,Inductance,5.33438e-09,1.53104e-09,5.33438e-09
6.55e+10,Conductance,0.0108729,-0.00191652,0.0108729
6.55e+10,Capacitance,9.96073e-13,-2.50901e-13,9.96073e-13
6.57e+10,Resistance,27.8516,8.82052,27.8516
6.57e+10,Inductance,5.35065e-09,1.53705e-09,5.35065e-09
6.57e+10,Conductance,0.0109121,-0.00192183,0.0109121
6.57e+10,Capacitance,9.98965e-13,-2.51372e-13,9.98965e-13
6.59e+10,Resistance,27.8695,8.82382,27.8695
6.59e+10,Inductance,5.3668e-09,1.54302e-09,5.3668e-09
6.59e+10,Conductance,0.0109526,-0.00192787,0.0109526
6.59e+10,Capacitance,1.00184e-12,-2.51839e-13,1.00184e-12
6.61e+10,Resistance,27.8904,8.82592,27.8904
6.61e+10,Inductance,5.38287e-09,1.54897e-09,5.38287e-09
6.61e+10,Conductance,0.0109923,-0.00193327,0.0109923
6.61e+10,Capacitance,1.0047e-12,-2.52306e-13,1.0047e-12
6.63e+10,Resistance,27.9075,8.82502,27.9075
6.63e+10,Inductance,5.39883e-09,1.55487e-09,5.39883e-09
6.63e+10,Conductance,0.0110325,-0.00193842,0.0110325
6.63e+10,Capacitance,1.00754e-12,-2.52771e-13,1.00754e-12
6.65e+10,Resistance,27.9286,8.8276,27.9286
6.65e+10,Inductance,5.41471e-09,1.56075e-09,5.41471e-09
6.65e+10,Conductance,0.0110722,-0.00194391,0.0110722
6.65e+10,Capacitance,1.01036e-12,-2.53231e-13,1.01036e-12
6.67e+10,Resistance,27.9499,8.83163,27.9499
6.67e+10,Inductance,5.43049e-09,1.56659e-09,5.43049e-09
6.67e+10,Conductance,0.011112,-0.00194969,0.011112
6.67e+10,Capacitance,1.01317e-12,-2.5369e-13,1.01317e-12
6.69e+10,Resistance,27.9713,8.833,27.9713
6.69e+10,Inductance,5.44617e-09,1.57238e-09,5.44617e-09
6.69e+10,Conductance,0.0111515,-0.00195486,0.0111515
6.69e+10,Capacitance,1.01596e-12,-2.54144e-13,1.01596e-12
6.71e+10,Resistance,27.9852,8.83194,27.9852
6.71e+10,Inductance,5.46176e-09,1.57815e-09,5.46176e-09
6.71e+10,Conductance,0.0111923,-0.00196035,0.0111923
6.71e+10,Capacitance,1.01873e-12,-2.54597e-13,1.01873e-12
6.73e+10,Resistance,28.0066,8.83656,28.0066
6.73e+10,Inductance,5.47725e-09,1.58388e-09,5.47725e-09
6.73e+10,Conductance,0.0112322,-0.00196625,0.0112322
6.73e+10,Capacitance,1.02149e-12,-2.55047e-13,1.02149e-12
6.75e+10,Resistance,28.0254,8.83755,28.0254
6.75e+10,Inductance,5.49266e-09,1.58959e-09,5.49266e-09
6.75e+10,Conductance,0.0112722,-0.00197162,0.0112722
6.75e+10,Capacitance,1.02423e-12,-2.55494e-13,1.02423e-12
6.77e+10,Resistance,28.0466,8.83788,28.0466
6.77e+10,Inductance,5.50797e-09,1.59525e-09,5.50797e-09
6.77e+10,Conductance,0.0113116,-0.00197661,0.0113116
6.77e+10,Capacitance,1.02695e-12,-2.55939e-13,1.02695e-12
6.79e+10,Resistance,28.0661,8.84303,28.0661
6.79e+10,Inductance,5.5232e-09,1.60088e-09,5.5232e-09
6.79e+10,Conductance,0.0113518,-0.0019828,0.0113518
6.79e+10,Capacitance,1.02966e-12,-2.5638e-13,1.02966e-12
6.81e+10,Resistance,28.0877,8.84679,28.0877
6.81e+10,Inductance,5.53833e-09,1.60647e-09,5.53833e-09
6.81e+10,Conductance,0.0113915,-0.00198848,0.0113915
6.81e+10,Capacitance,1.03235e-12,-2.56819e-13,1.03235e-12
6.83e+10,Resistance,28.1031,8.84346,28.1031
6.83e+10,Inductance,5.55338e-09,1.61204e-09,5.55338e-09
6.83e+10,Conductance,0.0114318,-0.00199328,0.0114318
6.83e+10,Capacitance,1.03503e-12,-2.57255e-13,1.03503e-12
6.85e+10,Resistance,28.1235,8.84704,28.1235
6.85e+10,Inductance,5.56833e-09,1.61758e-09,5.56833e-09
6.85e+10,Conductance,0.0114716,-0.00199901,0.0114716
6.85e+10,Capacitance,1.03769e-12,-2.5769e-13,1.03769e-12
6.87e+10,Resistance,28.1425,8.85089,28.1425
6.87e+10,Inductance,5.58321e-09,1.62308e-09,5.58321e-09
6.87e+10,Conductance,0.0115119,-0.00200499,0.0115119
6.87e+10,Capacitance,1.04033e-12,-2.58123e-13,1.04033e-12
6.89e+10,Resistance,28.1618,8.85356,28.1618
6.89e+10,Inductance,5.59799e-09,1.62855e-09,5.59799e-09
6.89e+10,Conductance,0.0115519,-0.00201064,0.0115519
6.89e+10,Capacitance,1.04296e-12,-2.58551e-13,1.04296e-12
6.91e+10,Resistance,28.1791,8.85091,28.1791
6.91e+10,Inductance,5.61268e-09,1.63398e-09,5.61268e-09
6.91e+10,Conductance,0.0115918,-0.00201539,0.0115918
6.91e+10,Capacitance,1.04558e-12,-2.58978e-13,1.04558e-12
6.93e+10,Resistance,28.202,8.85695,28.202
6.93e+10,Inductance,5.6273e-09,1.63939e-09,5.6273e-09
6.93e+10,Conductance,0.0116314,-0.00202138,0.0116314
6.93e+10,Capacitance,1.04818e-12,-2.59403e-13,1.04818e-12
6.95e+10,Resistance,28.2177,8.85725,28.2177
6.95e+10,Inductance,5.64182e-09,1.64476e-09,5.64182e-09
6.95e+10,Conductance,0.0116719,-0.00202691,0.0116719
6.95e+10,Capacitance,1.05076e-12,-2.59823e-13,1.05076e-12
6.97e+10,Resistance,28.2365,8.85561,28.2365
6.97e+10,Inductance,5.65626e-09,1.65011e-09,5.65626e-09
6.97e+10,Conductance,0.0117115,-0.0020317,0.0117115
6.97e+10,Capacitance,1.05333e-12,-2.60245e-13,1.05333e-12
6.99e+10,Resistance,28.2598,8.86047,28.2598
6.99e+10,Inductance,5.67063e-09,1.65542e-09,5.67063e-09
6.99e+10,Conductance,0.0117509,-0.0020374,0.0117509
6.99e+10,Capacitance,1.05589e-12,-2.6066e-13,1.05589e-12
7.01e+10,Resistance,28.2763,8.86274,28.2763
7.01e+10,Inductance,5.68491e-09,1.66071e-09,5.68491e-09
7.01e+10,Conductance,0.0117914,-0.00204325,0.0117914
7.01e+10,Capacitance,1.05843e-12,-2.61075e-13,1.05843e-12
